id,parameter_set_id,source,qualifier,amount,units
40904,2110,System,max,50.0000,kW
40905,2110,Incentive,min,0.0750,$/kWh
40906,2110,Incentive,max,0.0900,$/kWh
40907,2113,System,min,500.0000,W
40908,2113,System,max,50.0000,kW
40909,2113,Incentive,min,0.0750,$/kWh
40910,2113,Incentive,max,0.0900,$/kWh
40911,2107,System,min,500.0000,W
40912,2107,System,max,50.0000,kW
40913,2107,Incentive,min,0.0750,$/kWh
40914,2107,Incentive,max,0.0900,$/kWh
40915,2095,System,min,500.0000,W
40916,2095,System,max,50.0000,kW
40917,2095,Incentive,min,0.0750,$/kWh
40918,2095,Incentive,max,0.0900,$/kWh
40919,2111,System,min,500.0000,W
40920,2111,System,max,50.0000,kW
40921,2111,Incentive,min,0.0750,$/kWh
40922,2111,Incentive,max,0.0900,$/kWh
40923,2112,System,min,500.0000,W
40924,2112,System,max,50.0000,kW
40925,2112,Incentive,min,0.0750,$/kWh
40926,2112,Incentive,max,0.0900,$/kWh
41020,758,Incentive,,0.1500,$/kWh
41021,759,System,max,20.0000,kW
41022,760,System,max,50.0000,kW-AC
41032,2509,Incentive,,100.0000,$/ton
41033,2510,Incentive,,0.2300,"$/square foot"
41034,5778,Incentive,,35.0000,$
41035,5779,Incentive,,25.0000,$
41036,5780,Incentive,,300.0000,$
41037,5781,Incentive,,350.0000,$
41077,2696,Incentive,,213.0000,$/kW
41149,5795,Incentive,max,7500.0000,$
41150,5796,Incentive,max,5000.0000,$
41151,5797,Incentive,max,5000.0000,$
41152,5798,Incentive,min,270.0000,$
41153,5798,Incentive,max,450.0000,$
41154,6640,Incentive,min,2700.0000,$
41155,6640,Incentive,max,3150.0000,$
41156,2642,Incentive,max,50000.0000,$
41157,2643,Incentive,max,25000.0000,$
41189,3667,Incentive,min,10.0000,$/Unit
41190,3667,Incentive,max,350.0000,$
41191,3668,Incentive,min,15.0000,$/Unit
41192,3668,Incentive,max,60.0000,$
41206,2815,Incentive,,0.1500,"$/square foot"
41207,2815,Incentive,max,300.0000,$
41208,5828,Incentive,min,300.0000,$
41209,5828,Incentive,max,680.0000,$
41210,6655,Incentive,min,400.0000,$
41211,6655,Incentive,max,3300.0000,$
41212,5829,Incentive,,30.0000,$/horsepower
41213,5830,Incentive,,15.0000,$
41214,6656,Incentive,min,2.0000,$/Unit
41215,6656,Incentive,max,80.0000,$/Unit
41216,6657,Incentive,min,15.0000,$/ton
41217,6657,Incentive,max,30.0000,$/ton
41218,6658,Incentive,min,40.0000,$/ton
41219,6658,Incentive,max,100.0000,$/ton
41220,6659,Incentive,,220.0000,$/ton
41255,3027,Incentive,min,0.1200,"$/square foot"
41256,3027,Incentive,max,0.1500,"$/square foot"
41257,3028,Incentive,,150.0000,$/Unit
41258,3029,Incentive,min,146.0000,$/kW
41259,3030,Incentive,min,75.0000,$/kW
41260,3030,Incentive,max,148.0000,$/kW
41261,3031,Incentive,,20.0000,$/Unit
41262,3032,Incentive,,200.0000,$/horsepower
41263,3033,Incentive,,0.3000,"$/square foot"
41264,3033,Incentive,max,75000.0000,$
41265,5838,Incentive,,11.0000,$/ton
41266,5839,Incentive,min,3.0000,$/kW
41267,5839,Incentive,max,3.5000,$/kW
41268,5840,Incentive,,0.0250,$/BTU
41269,5840,Incentive,max,2000.0000,$
41281,2745,Incentive,max,750.0000,$
41282,2746,Incentive,max,60000.0000,$
41290,4373,Incentive,max,100.0000,"% of cost"
41305,3075,Incentive,,30.0000,$/horsepower
41306,5865,Incentive,min,400.0000,$
41307,5865,Incentive,max,650.0000,$
41308,6668,Incentive,max,50.0000,"% of cost"
41309,6669,Incentive,min,15.0000,$/ton
41310,6669,Incentive,max,30.0000,$/ton
41311,6670,Incentive,min,40.0000,$/ton
41312,6670,Incentive,max,100.0000,$/ton
41313,6671,Incentive,,220.0000,$/ton
41317,5889,Incentive,,25.0000,$
41318,5891,Incentive,,100.0000,$
41319,5893,Incentive,max,400.0000,$
41320,5895,Incentive,max,300.0000,$
41321,1689,Incentive,,500.0000,$/Unit
41322,1690,Incentive,max,500.0000,$
41323,5915,Incentive,,60.0000,$
41324,6673,Incentive,,900.0000,$
41363,1122,Incentive,,35.0000,$/Unit
41501,3165,Incentive,min,25.0000,$/Unit
41502,3165,Incentive,max,100.0000,$/Unit
41503,3153,Incentive,,350.0000,$/Unit
41504,3153,Incentive,,550.0000,$/Unit
41505,3154,Incentive,,500.0000,$/Unit
41506,3154,Incentive,,725.0000,$/Unit
41507,3155,Incentive,,550.0000,$/Unit
41508,3155,System,,675.0000,
41509,3161,Incentive,,175.0000,$/kW
41510,3162,Incentive,min,25.0000,$/Unit
41511,3162,Incentive,max,100.0000,$/Unit
41512,3163,Incentive,min,0.0750,"$/square foot"
41513,3163,Incentive,max,0.3250,"$/square foot"
41514,3157,Incentive,min,2000.0000,$/Unit
41515,3157,Incentive,max,2500.0000,$/Unit
41516,3158,Incentive,min,1000.0000,$/Unit
41517,3158,Incentive,max,2000.0000,$/Unit
41529,4139,Incentive,min,25.0000,$/Unit
41530,4139,Incentive,max,75.0000,$
41531,4140,Incentive,min,25.0000,$/Unit
41532,4140,Incentive,max,40.0000,$
41533,4141,Incentive,min,50.0000,$/Unit
41534,4141,Incentive,max,100.0000,$
41535,4142,Incentive,min,15.0000,$/Unit
41536,4142,Incentive,max,40.0000,$
41537,4143,Incentive,,50.0000,"% of cost"
41538,4145,Incentive,min,100.0000,$/Unit
41539,4145,Incentive,max,2200.0000,$/Unit
41540,4146,Incentive,,200.0000,$/ton
41541,6705,Incentive,min,60.0000,$/Unit
41542,6705,Incentive,max,400.0000,$/Unit
41543,6706,Incentive,min,10.0000,$/Unit
41544,6706,Incentive,max,100.0000,$/Unit
41575,4517,Incentive,,100.0000,"% of cost"
41576,4517,Incentive,max,500.0000,$
41577,4519,Incentive,,90.0000,$
41578,4520,Incentive,,100.0000,"% of cost"
41579,4520,Incentive,max,100.0000,$
41580,4521,Incentive,min,90.0000,$
41581,4521,Incentive,max,1630.0000,$
41582,4522,Incentive,,0.1000,"$/square foot"
41583,4524,Incentive,,1.5000,"$/square foot"
41584,6709,Incentive,,0.1200,"$/square foot"
41597,5943,Incentive,,8.0000,$/horsepower
41598,5944,Incentive,min,1600.0000,$/Unit
41599,5944,Incentive,max,6800.0000,$/Unit
41638,5978,Incentive,,50.0000,$/ton
41639,5982,Incentive,min,0.0700,"$/square foot"
41640,5982,Incentive,max,0.1000,"$/square foot"
41641,5983,Incentive,,0.1500,"$/square foot"
41642,5983,Incentive,max,50000.0000,$
41654,1937,Incentive,max,2500.0000,$
41655,1933,Incentive,max,50.0000,"% of cost"
41656,1933,Incentive,max,5000.0000,$
41657,1934,Incentive,max,1500.0000,$
41658,1934,Incentive,max,50.0000,"% of cost"
41659,1932,Incentive,max,2500.0000,$
41660,1932,Incentive,max,50.0000,"% of cost"
41661,1935,Incentive,max,50.0000,"% of cost"
41662,1935,Incentive,max,5000.0000,$
41663,1936,Incentive,max,1500.0000,$
41664,1936,Incentive,max,50.0000,"% of cost"
41665,2759,Incentive,,100.0000,%
41669,183,Incentive,min,1.0000,%
41670,183,Incentive,max,10.0000,"% of cost"
41729,1564,Incentive,,200.0000,$/ton
41730,1565,Incentive,,150.0000,$/Unit
41731,1568,Incentive,,50.0000,$
41732,1569,Incentive,,40.0000,$/horsepower
41739,431,Incentive,min,25.0000,%
41740,431,Incentive,min,35.0000,%
41741,431,Incentive,max,10.0000,Years
41742,431,Incentive,max,100000.0000,$
41750,1619,Incentive,,300.0000,$/Unit
41751,1600,Incentive,,60.0000,$/horsepower
41752,1602,Incentive,min,50.0000,$/Unit
41753,1602,Incentive,max,300.0000,$
41754,1604,Incentive,,25.0000,$/Unit
41755,1611,Incentive,,300.0000,$/Unit
41756,1612,Incentive,,25.0000,$/Unit
41757,1613,Incentive,,300.0000,$/Unit
41758,1614,Incentive,min,150.0000,$/Unit
41759,1614,Incentive,max,1.0000,$
41760,2970,Incentive,min,40.0000,$/Unit
41761,2970,Incentive,max,1.0000,$
41762,1606,Incentive,,40.0000,$/Unit
41763,1606,Incentive,max,1.0000,$
41764,1607,Incentive,min,150.0000,
41765,1607,Incentive,max,1.0000,$
41766,1608,Incentive,max,3.0000,$
41767,1609,Incentive,,300.0000,$/Unit
41768,1610,Incentive,,25.0000,$/Unit
41777,154,Incentive,max,75.0000,"% of cost"
41778,154,Incentive,max,100000.0000,$
41779,154,Incentive,max,10.0000,Years
41780,676,Incentive,min,2500.0000,$/Unit
41781,676,Incentive,max,30000.0000,$
41782,692,Incentive,max,400.0000,$
41798,1637,Incentive,,900.0000,$/ton
41799,1638,Incentive,max,400.0000,$/Unit
41800,1640,Incentive,min,250.0000,$/ton
41801,1640,Incentive,max,700.0000,$/ton
41802,1585,Incentive,min,150.0000,$/Unit
41803,1585,Incentive,max,400.0000,$/Unit
41804,1585,Incentive,,20.0000,$/kW
41805,1586,Incentive,min,30.0000,$/Unit
41806,1586,Incentive,max,9000.0000,$/Unit
41807,1587,Incentive,,500.0000,$/ton
41808,5408,Incentive,min,250.0000,$/ton
41809,5408,Incentive,max,500.0000,$/ton
41810,5409,Incentive,min,0.0500,$/kW
41811,5409,Incentive,max,0.3000,$/kW
41812,5410,Incentive,,125.0000,$/kW
41813,6729,Incentive,,60.0000,$/ton
41814,6730,Incentive,,50.0000,"% of cost"
41815,6730,Incentive,max,5.0000,$/Unit
41816,1806,Incentive,max,10000.0000,$
41817,1806,Incentive,min,3000.0000,$/Unit
41818,1615,Incentive,min,600.0000,$/Unit
41819,1616,Incentive,,100.0000,$/Unit
41820,1617,Incentive,,50.0000,$/Unit
41821,6731,Incentive,,800.0000,$
41822,6732,Incentive,min,500.0000,$
41823,6732,Incentive,max,700.0000,$
41824,1080,Incentive,,100.0000,%
41825,1080,System,min,0.5000,MW
41826,2179,Incentive,,100.0000,%
41828,1823,Incentive,,100.0000,%
41836,1621,Incentive,min,15.0000,$/Unit
41837,1621,Incentive,max,60.0000,$/Unit
41838,1622,Incentive,,300.0000,$/Unit
41839,1623,Incentive,,300.0000,$/Unit
41840,1624,Incentive,min,15.0000,$/Unit
41841,1624,Incentive,max,60.0000,$/Unit
41855,1291,Incentive,min,235.0000,$/Unit
41856,1291,Incentive,max,375.0000,$
41877,2784,Incentive,max,15.0000,$
41878,1132,Incentive,,3.0000,%
41879,1132,Incentive,max,150000.0000,$
41914,1128,Incentive,max,300000.0000,$
41915,1134,Incentive,,3.0000,%
41916,1134,Incentive,max,15000.0000,$
41917,1130,Incentive,,3.0000,%
41918,1130,Incentive,max,200000.0000,$
41919,1750,Incentive,,0.0900,$/kWh
41945,1654,Incentive,,30.0000,%
41946,1654,Incentive,max,2.0000,$
41947,162,System,max,3.0000,kW
41948,162,Incentive,,1.0000,$/kW
41949,1917,Incentive,max,4000.0000,$
41954,3641,Incentive,,600.0000,$/kW
41955,2521,Incentive,min,2.0000,$/Unit
41956,2521,Incentive,max,50.0000,$
41957,2603,Incentive,,100.0000,$/Unit
41958,2603,Incentive,max,900.0000,$
41959,2603,Incentive,,10.0000,%
41962,1540,Incentive,,250.0000,$/Unit
41963,1541,Incentive,,250.0000,$/Unit
41964,1542,Incentive,,500.0000,$/Unit
41965,1543,Incentive,,500.0000,$/Unit
41966,1103,Incentive,max,2250.0000,$
41967,1103,Incentive,max,50.0000,"% of cost"
41970,5668,Incentive,,500.0000,
41982,3178,Incentive,max,200.0000,$
41983,3178,Incentive,,50.0000,"% of cost"
41984,6738,Incentive,,50.0000,"% of cost"
41985,6738,Incentive,max,300.0000,$
41986,6739,Incentive,,100.0000,$
41987,2094,Incentive,,0.0100,$/kW
41988,2094,Incentive,,0.3000,$/therm
41989,2318,Incentive,,400.0000,$/Unit
41990,2319,Incentive,,50.0000,$/Unit
41991,2320,Incentive,,25.0000,$/Unit
41992,2321,Incentive,,40.0000,$/Unit
41993,2322,Incentive,max,75.0000,$
41994,2325,Incentive,max,300.0000,$
41995,2327,Incentive,,1200.0000,$/Unit
41996,6236,Incentive,,350.0000,$
41997,6237,Incentive,,100.0000,"% of cost"
41998,4866,Incentive,min,0.0100,"$/first year kWh savings"
41999,4866,Incentive,max,0.1000,"$/first year kWh savings"
42000,4868,Incentive,min,0.0800,$/W
42001,4868,Incentive,max,0.1000,$/W
42002,4869,Incentive,min,10.0000,$/ton
42003,4869,Incentive,max,15.0000,$/ton
42004,4870,Incentive,min,25.0000,$/ton
42005,4870,Incentive,max,70.0000,$/ton
42006,4871,Incentive,,80.0000,$/ton
42007,4872,Incentive,min,20.0000,$/ton
42008,4872,Incentive,max,35.0000,$/ton
42009,4874,Incentive,min,8.0000,$/motor
42010,4874,Incentive,max,475.0000,$/motor
42011,4875,Incentive,,90.0000,$/horsepower
42012,4876,Incentive,min,5.0000,$/Unit
42013,4876,Incentive,max,400.0000,$/Unit
42014,4879,Incentive,min,10.0000,$/Unit
42015,4879,Incentive,max,15.0000,$/Unit
42016,4880,Incentive,,45.0000,$/Unit
42017,4882,Incentive,,120.0000,$/Unit
42018,4883,Incentive,min,30.0000,$/Unit
42019,4883,Incentive,max,100.0000,$/Unit
42020,6235,Incentive,,0.0700,"$/kWh (1 year)"
42021,1348,Incentive,max,1000.0000,$
42022,1348,Incentive,,50.0000,%
42023,4404,Incentive,,75.0000,$
42024,4405,Incentive,,50.0000,$
42025,4406,Incentive,min,50.0000,$
42026,4406,Incentive,max,125.0000,$
42027,4409,Incentive,min,25.0000,$
42028,4409,Incentive,max,300.0000,$
42029,6740,Incentive,,50.0000,$
42030,6741,Incentive,min,5.0000,"% of cost"
42031,6741,Incentive,max,10.0000,"% of cost"
42032,4863,Incentive,max,100.0000,"% of cost"
42033,4864,Incentive,max,400.0000,$/Unit
42034,6742,Incentive,min,5.2500,$/ton
42035,6742,Incentive,max,7.0000,$/ton
42036,6743,Incentive,,70.0000,$/horsepower
42037,6744,Incentive,min,30.0000,$/horsepower
42038,6744,Incentive,max,70.0000,$/horsepower
42039,6745,Incentive,,75.0000,$/Unit
42040,6746,Incentive,min,50.0000,$/Unit
42041,6746,Incentive,max,100.0000,$/Unit
42042,6747,Incentive,,0.5000,"$/square foot"
42043,6748,Incentive,,0.0200,$/kWh
42044,6748,Incentive,max,75.0000,"% of cost"
42045,6749,Incentive,,0.0200,$/kWh
42046,6749,Incentive,max,75.0000,"% of cost"
42047,6750,Incentive,min,20.0000,$/Unit
42048,6750,Incentive,max,390.0000,$/Unit
42049,6751,Incentive,min,0.1000,"$/square foot"
42050,6751,Incentive,max,0.3000,"$/square foot"
42051,6752,Incentive,min,2.5000,$/Unit
42052,6752,Incentive,max,39.0000,$/Unit
42053,6753,Incentive,min,200.0000,$/Unit
42054,6753,Incentive,max,250.0000,$/Unit
42055,2177,Incentive,,25.0000,%
42137,1192,Incentive,max,50.0000,"% of cost"
42138,1193,Incentive,min,0.2500,"$/square foot"
42139,1193,Incentive,max,0.6000,"$/square foot"
42140,1194,Incentive,,3.0000,"$/square foot"
42141,1195,Incentive,max,50.0000,"% of cost"
42142,1197,Incentive,min,25.0000,$/Unit
42143,1197,Incentive,max,125.0000,$
42144,5975,Incentive,max,0.1800,$/kWh
42145,5975,Incentive,max,50.0000,"% of cost"
42155,1820,Incentive,max,50.0000,"% of cost"
42156,1820,Incentive,max,200.0000,$
42157,1821,Incentive,,0.1400,"$/square foot"
42158,1821,Incentive,max,375.0000,$
42159,1822,Incentive,min,300.0000,$/Unit
42160,1822,Incentive,max,500.0000,$/Unit
42161,5974,Incentive,,0.0800,"$/square foot"
42162,6754,Incentive,,2.0000,"$/square foot"
42163,6754,Incentive,max,300.0000,$
42203,3296,Incentive,min,200.0000,$/Unit
42204,3296,Incentive,max,375.0000,$/Unit
42205,3297,Incentive,,25.0000,%
42206,3297,Incentive,max,500.0000,$
42207,3298,Incentive,min,225.0000,$/Unit
42208,3298,Incentive,max,300.0000,$/Unit
42209,6756,Incentive,min,100.0000,$/Unit
42210,6756,Incentive,max,115.0000,$/Unit
42225,3288,Incentive,,100.0000,$/Unit
42226,3289,Incentive,min,350.0000,$/Unit
42227,3289,Incentive,max,1000.0000,$/Unit
42228,3290,Incentive,min,500.0000,$/Unit
42229,3290,Incentive,max,550.0000,$/Unit
42230,3291,Incentive,min,125.0000,$/Unit
42231,3292,Incentive,min,400.0000,$/Unit
42232,3292,Incentive,max,500.0000,$/Unit
42233,3293,Incentive,min,50.0000,$/Unit
42234,3293,Incentive,max,125.0000,$/Unit
42235,3294,Incentive,min,100.0000,$/Unit
42236,3294,Incentive,max,2000.0000,$
42237,3295,Incentive,min,0.6000,$/therm
42238,3295,Incentive,max,0.9000,$/therm
42239,1341,Incentive,min,125.0000,$
42240,1341,Incentive,max,200.0000,$
42242,3894,Incentive,min,0.7500,$/Unit
42243,3894,Incentive,max,175.0000,$
42244,6757,Incentive,min,50.0000,$
42245,6757,Incentive,max,80.0000,$
42287,3422,Incentive,,50.0000,$/Unit
42288,3423,Incentive,,25.0000,$/Unit
42289,3424,Incentive,,25.0000,$/Unit
42290,3425,Incentive,,75.0000,$/Unit
42291,6039,Incentive,,25.0000,$/Unit
42292,6040,Incentive,,100.0000,$/Unit
42293,6041,Incentive,min,25.0000,$/Unit
42294,6041,Incentive,min,50.0000,$/Unit
42325,2341,Incentive,,450.0000,$/kW
42326,2341,Incentive,max,4500.0000,$
42388,5130,Incentive,,500.0000,$
42389,5131,Incentive,,15.0000,"$/square foot"
42390,5131,Incentive,max,1200.0000,$
42392,168,Incentive,,500.0000,$
42393,1973,Incentive,,100.0000,%
42438,2317,Incentive,,0.0100,"$/kWh (10 years)"
42439,2315,Incentive,,0.0100,"$/kWh (10 years)"
42447,3055,Incentive,,1.0000,$/W-DC
42537,468,Incentive,,16.0000,$/kW
42538,468,System,min,0.5000,kW
42539,468,System,max,10.0000,kW
42540,469,System,min,10.0100,kW
42541,469,Incentive,,1.0000,$/MWh
42577,2726,Incentive,,100.0000,%
42636,1818,Incentive,,100.0000,%
42637,1817,Incentive,,100.0000,%
42638,1043,Incentive,,1.2500,$/kWh
42639,1043,Incentive,max,6000.0000,$
42640,1044,Incentive,,0.5500,$/kWh
42641,1044,Incentive,max,150000.0000,$
42642,1045,Incentive,,0.6500,$/kWh
42643,1045,Incentive,max,150000.0000,$
42644,1318,Incentive,,50.0000,%
42645,3782,Incentive,min,7000.0000,$/Unit
42646,3782,Incentive,max,10000.0000,$
42647,5728,Incentive,,40.0000,"% of cost"
42648,5728,Incentive,max,700.0000,$
42649,5730,Incentive,,600.0000,$/ton
42650,5731,Incentive,,450.0000,$/Unit
42651,5732,Incentive,,50.0000,"% of cost"
42652,5732,Incentive,max,50.0000,$/Unit
42653,5733,Incentive,min,50.0000,"% of cost"
42654,5733,Incentive,max,3.0000,$/Unit
42655,2959,Incentive,min,50.0000,$/Unit
42656,2959,Incentive,max,100.0000,$/Unit
42657,5749,Incentive,max,50.0000,$
42658,1441,Incentive,,1500.0000,$/Unit
42659,1442,Incentive,min,250.0000,$
42660,1442,Incentive,max,1500.0000,$
42661,1443,Incentive,,400.0000,$/Unit
42662,6762,Incentive,,250.0000,$/Unit
42666,90,Incentive,max,450.0000,$
42667,2162,Incentive,max,10000.0000,$
42668,448,System,min,0.5000,kW
42669,448,System,max,30.0000,kW
42670,448,Incentive,,0.0300,"$/kWh (10 years)"
42671,450,System,min,30.0000,kW
42672,450,System,max,500.0000,kW
42673,450,Incentive,,0.0600,"$/kWh (10 years)"
42674,2355,Incentive,,40.0000,"% of cost"
42675,2355,Incentive,max,5000.0000,$
42676,1930,Incentive,,25.0000,%
42677,1930,Incentive,max,200.0000,$
42678,1931,Incentive,,25.0000,%
42679,1931,Incentive,max,100.0000,$
42680,3978,Incentive,,25.0000,%
42681,3978,Incentive,max,50.0000,$
42682,6763,Incentive,,25.0000,%
42683,6763,Incentive,max,300.0000,$
42688,5706,Incentive,max,100.0000,$/Unit
42689,5707,Incentive,,300.0000,$/Unit
42690,5708,Incentive,,250.0000,$/Unit
42691,5709,Incentive,,25.0000,
42692,5823,Incentive,,0.1000,"$/square foot"
42693,5824,Incentive,,35.0000,$/Unit
42694,5824,Incentive,max,3.0000,
42695,5825,Incentive,max,500.0000,$
42696,5826,Incentive,,100.0000,$
42697,1325,Incentive,,1500.0000,$/Unit
42698,1326,Incentive,,500.0000,$/Unit
42699,6764,Incentive,min,300.0000,$
42700,6764,Incentive,max,1500.0000,$
42701,1836,Incentive,,25.0000,$/Unit
42702,1837,Incentive,min,50.0000,$/Unit
42703,1837,Incentive,max,100.0000,$/Unit
42704,1838,Incentive,min,80.0000,$/ton
42705,1838,Incentive,max,285.0000,$/ton
42706,1839,Incentive,,100.0000,$/Unit
42707,1840,Incentive,,350.0000,$/Unit
42708,1841,Incentive,,200.0000,$/Unit
42709,6765,Incentive,min,120.0000,$/ton
42710,6765,Incentive,max,240.0000,$/ton
42711,2217,Incentive,max,400.0000,$/Unit
42712,2217,Incentive,min,250.0000,$/Unit
42713,2218,Incentive,,300.0000,$/Unit
42714,2219,Incentive,max,250.0000,$/Unit
42715,2219,Incentive,min,75.0000,$/Unit
42716,2220,Incentive,max,250.0000,$/Unit
42717,2220,Incentive,min,100.0000,$/Unit
42718,5735,Incentive,,350.0000,$/Unit
42719,1204,Incentive,min,500.0000,$
42720,1204,Incentive,max,1400.0000,$
42721,1205,Incentive,min,0.7500,"$/square foot"
42722,1205,Incentive,max,2.0000,"$/square foot"
42723,1206,Incentive,,6.0000,"$/square foot"
42724,1207,Incentive,,1400.0000,$
42725,1208,Incentive,min,300.0000,$/Unit
42726,1208,Incentive,max,600.0000,$/Unit
42727,1209,Incentive,,100.0000,$/Unit
42728,1210,Incentive,max,300.0000,$/Unit
42729,1210,Incentive,min,35.0000,
42730,1211,Incentive,,30.0000,$/Unit
42731,1212,Incentive,,250.0000,$
42732,1243,Incentive,min,700.0000,$
42733,1243,Incentive,max,1600.0000,$
42734,1244,Incentive,min,0.0700,"$/square foot"
42735,1244,Incentive,max,2.0000,"$/square foot"
42736,1245,Incentive,min,6.0000,"$/square foot"
42737,1245,Incentive,max,12.0000,"$/square foot"
42738,1247,Incentive,,40.0000,$/Unit
42739,5752,Incentive,min,200.0000,$
42740,5752,Incentive,max,250.0000,$
42741,5753,Incentive,min,3.0000,"% of cost"
42742,5753,Incentive,max,4.0000,"% of cost"
42743,5753,Incentive,max,15000.0000,$
42744,2621,Incentive,,50.0000,$/Unit
42745,2623,Incentive,,35.0000,$/Unit
42746,5787,Incentive,,50.0000,$
42747,1551,Incentive,min,75.0000,$/Unit
42748,1551,Incentive,max,250.0000,$/Unit
42749,3166,Incentive,,100.0000,$/Unit
42750,3169,Incentive,max,700.0000,$/Unit
42751,3171,Incentive,max,350.0000,$
42752,3171,Incentive,min,100.0000,$
42753,3172,Incentive,max,750.0000,$
42754,3172,Incentive,min,100.0000,$
42755,3173,Incentive,,40.0000,$
42756,5846,Incentive,,200.0000,$
42757,5847,Incentive,max,450.0000,$
42758,5848,Incentive,,450.0000,$
42759,6587,Incentive,,100.0000,$
42762,193,Incentive,,100.0000,%
42764,2774,Incentive,,100.0000,%
42765,195,Incentive,,35.0000,%
42766,350,Incentive,,100.0000,%
42768,2843,Incentive,max,100.0000,$
42771,2780,Incentive,,30.0000,%
42772,2780,Incentive,min,5.0000,%
42773,2838,Incentive,,20.0000,%
42786,3616,Incentive,min,400.0000,$/kW
42787,3616,Incentive,max,650000.0000,$
42789,2313,Incentive,,25.0000,%
42790,2313,Incentive,max,1000.0000,$
42855,1808,Incentive,,100.0000,%
42942,223,Incentive,,500.0000,$/Unit
42943,225,Incentive,,0.5000,$/W
42944,225,Incentive,max,1000.0000,$
42945,226,Incentive,,500.0000,$/Unit
42946,5933,Incentive,min,200.0000,$/Unit
42947,5933,Incentive,max,400.0000,$/Unit
42948,5934,Incentive,max,1000.0000,$/Unit
42949,5935,Incentive,,500.0000,$/Unit
42971,6767,Incentive,,100.0000,$
42972,6768,Incentive,max,215000.0000,$/Unit
42973,6769,Incentive,,500.0000,$
42975,6771,Incentive,max,100.0000,"% of cost"
42980,6776,Incentive,min,4500.0000,$
42981,6776,Incentive,max,7500.0000,$
42982,6777,Incentive,max,100.0000,"% of cost"
43007,1188,Incentive,,100.0000,%
43008,1188,Incentive,max,10.0000,Years
43009,1186,Incentive,,100.0000,%
43010,1186,Incentive,max,5.0000,Years
43011,1186,System,max,1.0000,MW
43012,1187,Incentive,,50.0000,%
43013,1187,Incentive,max,5.0000,Years
43014,1785,Incentive,max,25000.0000,$
43052,567,Incentive,min,1.4000,"$/square foot"
43053,554,Incentive,min,2.5000,"$/square foot"
43054,6781,Incentive,max,100.0000,$
43055,6782,Incentive,max,30.0000,$
43060,6785,Incentive,min,5000.0000,$
43061,6785,Incentive,max,20000.0000,$
43071,1763,Incentive,,5.0000,%
43072,1763,Incentive,max,62500.0000,$
43073,124,Incentive,,5.0000,$/MBTUh
43074,125,System,min,600.0000,
43075,125,System,max,4500.0000,
43076,126,System,min,350.0000,
43077,126,System,max,1050.0000,
43078,127,System,min,75.0000,
43079,127,System,max,500.0000,
43080,128,System,min,300.0000,
43081,128,System,max,6000.0000,
43082,129,Incentive,min,15.0000,$/ton
43083,129,Incentive,max,25.0000,$
43084,130,System,min,10.0000,
43085,130,System,max,25.0000,
43086,123,Incentive,min,30000.0000,$/Unit
43087,123,Incentive,max,999999.9999,$
43088,3043,Incentive,max,45.0000,"% of cost"
43089,3044,Incentive,,1500.0000,$/Unit
43090,6789,Incentive,,1500.0000,$
43093,6792,Incentive,,150.0000,$
43099,6797,Incentive,,4000.0000,$/Unit
43100,6798,Incentive,,50.0000,"% of cost"
43101,6798,Incentive,max,42000.0000,$
43102,6799,Incentive,min,4500.0000,$/Unit
43103,6799,Incentive,max,6000.0000,$/Unit
43104,6800,Incentive,min,24000.0000,$/Unit
43105,6800,Incentive,max,40000.0000,$/Unit
43106,6801,Incentive,min,6000.0000,$/Unit
43107,6801,Incentive,max,9000.0000,$/Unit
43108,6802,Incentive,,75.0000,"% of cost"
43109,6802,Incentive,max,500.0000,$
43110,6803,Incentive,,100.0000,"% of cost"
43111,6804,Incentive,,1500.0000,$
43112,6805,Incentive,,2500.0000,$
43113,6806,Incentive,max,5000.0000,$
43114,6807,Incentive,,500.0000,$
43115,6808,Incentive,,200.0000,$
43116,6809,Incentive,max,25000.0000,$
43117,6810,Incentive,,100.0000,"% of cost"
43121,6813,Incentive,max,10000.0000,$
43129,6818,Incentive,max,50.0000,"% of cost"
43130,6819,Incentive,max,2500.0000,$
43131,6820,Incentive,min,25.0000,"% of cost"
43132,6820,Incentive,max,45.0000,"% of cost"
43133,6821,Incentive,,100.0000,"% of cost"
43134,6821,Incentive,max,40000.0000,$/Unit
43135,6821,Incentive,max,80000.0000,$
43136,6822,Incentive,,80.0000,"% of cost"
43137,6822,Incentive,max,25000.0000,$/Unit
43138,6822,Incentive,max,50000.0000,$
43139,6823,Incentive,,60.0000,"% of cost"
43140,6823,Incentive,max,8000.0000,$/Unit
43141,6823,Incentive,max,16000.0000,$
43144,6826,Incentive,min,50.0000,"% of cost"
43145,6826,Incentive,max,90.0000,"% of cost"
43146,6826,Incentive,max,4500.0000,$
43147,6827,Incentive,min,50.0000,"% of cost"
43148,6827,Incentive,max,70.0000,"% of cost"
43149,6827,Incentive,max,4500.0000,$
43150,6828,Incentive,max,75.0000,"% of cost"
43151,6828,Incentive,max,250000.0000,$
43152,6829,Incentive,,3500.0000,$/Unit
43153,6830,Incentive,max,40.0000,"% of cost"
43154,6831,Incentive,max,60.0000,"% of cost"
43155,6832,Incentive,,60.0000,"% of cost"
43156,6832,Incentive,max,180000.0000,$
43157,6833,Incentive,,60.0000,"% of cost"
